feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
ENSG00000015479	dex	untrt	0.138142199283226	0.0570958057841181	0.0518997809080428	0.231234235125505	CPLM	1.99	8	8	0
ENSG00000049540	dex	untrt	-0.634234809073998	0.262733348470853	0.0522893058938451	0.231881080809621	CPLM	1.99	8	8	0
ENSG00000013561	dex	untrt	-0.165250218108742	0.0686029434278604	0.0526604378382068	0.232440723295154	CPLM	1.01	8	8	0
ENSG00000034693	dex	untrt	0.314957538937304	0.130939439457423	0.0529065673519511	0.232445983412044	CPLM	1.99	8	8	0
ENSG00000056661	dex	untrt	0.230190265204028	0.0958382176227923	0.0531597772875498	0.232482159658455	CPLM	1.99	8	8	0
ENSG00000039560	dex	untrt	-0.33921304125304	0.141848771405068	0.053925352965094	0.234748440201258	CPLM	1.99	8	8	0
ENSG00000064787	dex	untrt	1.6898435346398	0.707819705088668	0.0542186629019825	0.234947539241924	CPLM	1.341	8	7	12
ENSG00000005007	dex	untrt	-0.139677806196172	0.0586500311518023	0.0546526677800839	0.235751735105908	CPLM	1.01	8	8	0
ENSG00000053254	dex	untrt	-0.232912059121057	0.0979562109185336	0.0549390645866679	0.235914806754515	CPLM	1.01	8	8	0
ENSG00000006451	dex	untrt	0.443926580424053	0.18788622819934	0.0560737141508787	0.239702498780108	CPLM	1.99	8	8	0
ENSG00000008517	dex	untrt	0.617022544045885	0.264067501664347	0.0581128456031207	0.246466834769462	CPLM	1.99	8	8	0
ENSG00000049283	dex	untrt	0.554389995575927	0.237497284947513	0.0582966887280899	0.246466834769462	CPLM	1.01	8	8	0
ENSG00000053702	dex	untrt	0.179254993692177	0.0768488601398583	0.0584352347978176	0.246466834769462	CPLM	1.01	8	8	0
ENSG00000003137	dex	untrt	0.805625873918749	0.346380966530999	0.0589757535079594	0.247412160294974	CPLM	1.99	8	8	0
ENSG00000005844	dex	untrt	1.54714833050144	0.665926358923148	0.0591807801759315	0.247412160294974	CPLM	1.01	8	5	38
ENSG00000010030	dex	untrt	0.618928938792388	0.270057759893946	0.0617879975988131	0.257178990005586	CPLM	1.99	8	8	0
ENSG00000006712	dex	untrt	0.177590092267927	0.0782116079963305	0.0636121417468776	0.257459965332596	CPLM	1.99	8	8	0
ENSG00000008277	dex	untrt	0.254494381506917	0.112196090591663	0.0638165115345131	0.257459965332596	CPLM	1.01	8	8	0
ENSG00000020181	dex	untrt	0.21798534147358	0.0954916418869751	0.0625615913696223	0.257459965332596	CPLM	1.01	8	8	0
ENSG00000027697	dex	untrt	-0.24034720253059	0.105944066147996	0.0637881579299888	0.257459965332596	CPLM	1.99	8	8	0
ENSG00000028839	dex	untrt	0.264394538849647	0.11668335352887	0.0640258712523631	0.257459965332596	CPLM	1.99	8	8	0
ENSG00000038532	dex	untrt	0.192647838029129	0.0849324595827066	0.0638211049486041	0.257459965332596	CPLM	1.99	8	8	0
ENSG00000050628	dex	untrt	0.232271572248785	0.101934602283566	0.0629176420097392	0.257459965332596	CPLM	1.99	8	8	0
ENSG00000059758	dex	untrt	0.223427688316438	0.0978850735396178	0.0625802772232165	0.257459965332596	CPLM	1.01	8	8	0
ENSG00000006118	dex	untrt	0.375719558388229	0.166579415338159	0.0649486143120563	0.259348614195067	CPLM	1.926	8	8	0
ENSG00000040199	dex	untrt	-0.195187909031666	0.0865789039336129	0.065042118206982	0.259348614195067	CPLM	1.99	8	8	0
ENSG00000006283	dex	untrt	0.931952344784051	0.415934121890897	0.0662900826327457	0.262122035076982	CPLM	1.509	8	8	0
ENSG00000029364	dex	untrt	0.11816081544209	0.0526763654576261	0.0660606271890992	0.262122035076982	CPLM	1.99	8	8	0
ENSG00000054282	dex	untrt	0.288489246480679	0.129336170766631	0.0672161468780527	0.263982841191209	CPLM	1.99	8	8	0
ENSG00000066827	dex	untrt	0.329464999963605	0.147778730309262	0.0673170153511829	0.263982841191209	CPLM	1.99	8	8	0
ENSG00000033627	dex	untrt	-0.286798424895467	0.129688986495107	0.0690070536443034	0.269496682750798	CPLM	1.99	8	8	0
ENSG00000055211	dex	untrt	-0.138418561875059	0.0626799550020875	0.0693016636433087	0.269538027858607	CPLM	1.01	8	8	0
ENSG00000006453	dex	untrt	0.16857432415183	0.076723677401696	0.0703768424865219	0.271494404551664	CPLM	1.01	8	8	0
ENSG00000057663	dex	untrt	-0.152990321235349	0.0696276270493924	0.0703668625287212	0.271494404551664	CPLM	1.99	8	8	0
ENSG00000063587	dex	untrt	-0.230819677441148	0.105220689757033	0.0707160539331802	0.271698523006429	CPLM	1.01	8	8	0
ENSG00000011304	dex	untrt	-0.223127598417916	0.102225923202045	0.0717944758142503	0.273626335533026	CPLM	1.01	8	8	0
ENSG00000017621	dex	untrt	0.191531637333734	0.0877436996889871	0.0717783954003347	0.273626335533026	CPLM	1.01	8	8	0
ENSG00000014216	dex	untrt	-0.153308786476952	0.0705126219836231	0.0726396098051151	0.274641393247228	CPLM	1.01	8	8	0
ENSG00000026508	dex	untrt	0.148213110824269	0.0681102146087306	0.0724521196071288	0.274641393247228	CPLM	1.01	8	8	0
ENSG00000011405	dex	untrt	-0.210287935256987	0.0970161791060229	0.073308735482627	0.276071388781798	CPLM	1.99	8	8	0
ENSG00000064205	dex	untrt	0.685187153207212	0.317248568405395	0.0740993440563588	0.276851486257813	CPLM	1.203	8	8	0
ENSG00000066739	dex	untrt	0.146197935111446	0.0676436380547997	0.0739445038379902	0.276851486257813	CPLM	1.99	8	8	0
ENSG00000027075	dex	untrt	-0.756458252940122	0.351209834076695	0.0747067712705551	0.27694033568655	CPLM	1.724	8	8	0
ENSG00000065328	dex	untrt	0.347251656069996	0.161066306208081	0.0744915394291391	0.27694033568655	CPLM	1.99	8	8	0
ENSG00000005801	dex	untrt	0.241328864323185	0.112844163889553	0.0762974167827011	0.281736375590597	CPLM	1.99	8	8	0
ENSG00000057704	dex	untrt	-0.644658178595701	0.30234017016464	0.0769721166498796	0.2831261189951	CPLM	1.99	8	8	0
ENSG00000008324	dex	untrt	-0.341416881718364	0.161755028519595	0.0792956841142955	0.290546734457399	CPLM	1.99	8	8	0
ENSG00000023697	dex	untrt	-0.182168696812352	0.0866532793752496	0.0802253722903087	0.291700683155184	CPLM	1.01	8	8	0
ENSG00000025156	dex	untrt	0.202914239497889	0.0964947267096617	0.0801608573748726	0.291700683155184	CPLM	1.238	8	8	0
ENSG00000001167	dex	untrt	0.376774129618492	0.179704015388642	0.0808527518674855	0.292859776802457	CPLM	1.99	8	8	0
ENSG00000008513	dex	untrt	0.403230313657113	0.192702974867706	0.0813170312556756	0.293421531032837	CPLM	1.481	8	8	0
ENSG00000006062	dex	untrt	0.483662240261981	0.231924734218494	0.0821159490722135	0.295181953293676	CPLM	1.01	8	8	0
ENSG00000047634	dex	untrt	-0.130735642545448	0.0631368289432244	0.083809514322403	0.299004620646468	CPLM	1.99	8	8	0
ENSG00000050165	dex	untrt	-0.146127263400719	0.0705048835525424	0.0835880894922164	0.299004620646468	CPLM	1.01	8	8	0
ENSG00000066084	dex	untrt	0.201795081448271	0.0975910782515021	0.0841476887237255	0.299086728834515	CPLM	1.99	8	8	0
ENSG00000007392	dex	untrt	0.15667716178982	0.0765447122803715	0.0866164193689977	0.305127389135313	CPLM	1.01	8	8	0
ENSG00000014123	dex	untrt	0.112253570321704	0.0549308861220734	0.0870165913643912	0.305127389135313	CPLM	1.99	8	8	0
ENSG00000015153	dex	untrt	-0.25643825506879	0.125274042805891	0.0865987755626156	0.305127389135313	CPLM	1.99	8	8	0
ENSG00000021826	dex	untrt	0.250701452689769	0.122738017051473	0.0871333218710958	0.305127389135313	CPLM	1.99	8	8	0
ENSG00000022840	dex	untrt	-0.152361615206288	0.0751663294476424	0.089033833552411	0.310636426622199	CPLM	1.01	8	8	0
ENSG00000065518	dex	untrt	0.198480652395064	0.0981267211534223	0.0895651526082531	0.311345530495356	CPLM	1.99	8	8	0
ENSG00000002079	dex	untrt	1.54254379166167	0.772591618812185	0.0928648994796324	0.31926385303857	CPLM	1.01	8	5	38
ENSG00000004534	dex	untrt	0.175281090483894	0.0879155082845317	0.0932309419558333	0.31926385303857	CPLM	1.264	8	8	0
ENSG00000006831	dex	untrt	-0.129019578448326	0.0644900304512559	0.0923478663757851	0.31926385303857	CPLM	1.01	8	8	0
ENSG00000010219	dex	untrt	0.192672819339175	0.0968750124403203	0.0938615542652908	0.31926385303857	CPLM	1.478	8	8	0
ENSG00000028116	dex	untrt	-0.104765102290307	0.0526437511239696	0.0937060775040759	0.31926385303857	CPLM	1.689	8	8	0
ENSG00000065457	dex	untrt	0.200073344842291	0.100338681382302	0.0932005369549821	0.31926385303857	CPLM	1.01	8	8	0
ENSG00000004660	dex	untrt	0.491121464426671	0.247705036897717	0.0946707493865883	0.320866218456687	CPLM	1.99	8	8	0
ENSG00000008056	dex	untrt	-0.40217283047517	0.203941444275303	0.0960832815696356	0.322329106669991	CPLM	1.269	8	8	0
ENSG00000022976	dex	untrt	0.172074695808771	0.0873507853173196	0.0963599323517488	0.322329106669991	CPLM	1.99	8	8	0
ENSG00000043143	dex	untrt	-0.186136120252589	0.094390455134717	0.0960860996769359	0.322329106669991	CPLM	1.01	8	8	0
ENSG00000048471	dex	untrt	-0.286956190703534	0.145724348148388	0.0964609760740543	0.322329106669991	CPLM	1.99	8	8	0
ENSG00000015413	dex	untrt	-28.4671139011249	14.5413348395197	0.0980114218328609	0.325695935999297	CPLM	1.681	8	4	50
ENSG00000057294	dex	untrt	-1.42214213177145	0.727266796647534	0.098311781068902	0.325695935999297	CPLM	1.99	8	8	0
ENSG00000059573	dex	untrt	0.294855106074747	0.150961188590309	0.0986225477936465	0.325695935999297	CPLM	1.99	8	8	0
ENSG00000063438	dex	untrt	0.331182949258549	0.169699351633504	0.098841337795361	0.325695935999297	CPLM	1.99	8	8	0
ENSG00000047644	dex	untrt	-0.200844986061089	0.103761543557766	0.101050921412265	0.331824651973146	CPLM	1.99	8	8	0
ENSG00000002016	dex	untrt	0.237514784836958	0.123502764607546	0.1028155807712	0.333912510102852	CPLM	1.01	8	8	0
ENSG00000013375	dex	untrt	0.221700312145563	0.115538780573261	0.103432504375394	0.333912510102852	CPLM	1.99	8	8	0
ENSG00000022567	dex	untrt	-0.150229103883395	0.0782405893333606	0.103253004623956	0.333912510102852	CPLM	1.99	8	8	0
ENSG00000035141	dex	untrt	-0.0961996547974453	0.0499519251688536	0.102432649204895	0.333912510102852	CPLM	1.99	8	8	0
ENSG00000040487	dex	untrt	-0.181604279605954	0.0946474442664779	0.103446025258418	0.333912510102852	CPLM	1.01	8	8	0
ENSG00000033170	dex	untrt	0.25505574095422	0.133635103668287	0.104911605982041	0.337495301955786	CPLM	1.01	8	8	0
ENSG00000000971	dex	untrt	-0.298960086656638	0.15846651217313	0.108163452847349	0.341140719659145	CPLM	1.01	8	8	0
ENSG00000005189	dex	untrt	0.30930939467982	0.163437521874384	0.107276078409775	0.341140719659145	CPLM	1.01	8	8	0
ENSG00000021300	dex	untrt	0.305975415864447	0.162183141111754	0.10816012089444	0.341140719659145	CPLM	1.01	8	8	0
ENSG00000025772	dex	untrt	0.395520869665895	0.208565185769069	0.106702611658995	0.341140719659145	CPLM	1.99	8	8	0
ENSG00000055070	dex	untrt	-0.132939436111715	0.0703731124985666	0.10779164052603	0.341140719659145	CPLM	1.99	8	8	0
ENSG00000064692	dex	untrt	0.969959319361216	0.514205150712023	0.108201640271236	0.341140719659145	CPLM	1.592	8	8	0
ENSG00000010704	dex	untrt	0.147443994810707	0.0783506457967414	0.108875736502208	0.341660899807971	CPLM	1.318	8	8	0
ENSG00000014138	dex	untrt	0.185055667017897	0.0985347507829896	0.109446694985904	0.341660899807971	CPLM	1.99	8	8	0
ENSG00000036530	dex	untrt	0.397861370688657	0.211796809563286	0.109381488325471	0.341660899807971	CPLM	1.99	8	8	0
ENSG00000005108	dex	untrt	-0.392875779425188	0.210101800919533	0.110689470673535	0.344407566128475	CPLM	1.01	8	8	0
ENSG00000019144	dex	untrt	-0.220881981857378	0.118985364607298	0.112788389840952	0.348652058498578	CPLM	1.01	8	8	0
ENSG00000048545	dex	untrt	1.12750437361275	0.606658254309414	0.112449635463826	0.348652058498578	CPLM	1.01	8	7	12
ENSG00000023318	dex	untrt	-0.121202934182751	0.0654476605259864	0.113489864334559	0.349235566669171	CPLM	1.99	8	8	0
ENSG00000035687	dex	untrt	0.146219530844777	0.0790167351843837	0.113713161328529	0.349235566669171	CPLM	1.99	8	8	0
ENSG00000035928	dex	untrt	0.1363195831992	0.0740603342697497	0.115273344508873	0.351750494980451	CPLM	1.99	8	8	0
ENSG00000063761	dex	untrt	0.144701730990807	0.0785957423701373	0.115204211327026	0.351750494980451	CPLM	1.01	8	8	0
ENSG00000047621	dex	untrt	0.263132891604049	0.143991362715279	0.117406879933497	0.355971658328717	CPLM	1.01	8	8	0
ENSG00000054267	dex	untrt	0.102748964456626	0.0562070232358875	0.117305480405199	0.355971658328717	CPLM	1.99	8	8	0
ENSG00000011143	dex	untrt	0.245597615400761	0.134673550339187	0.118021744730986	0.356696292196514	CPLM	1.99	8	8	0
ENSG00000066027	dex	untrt	-0.129394470849635	0.0711486875717137	0.118842591815165	0.358036887722513	CPLM	1.01	8	8	0
ENSG00000021762	dex	untrt	-0.282541976221854	0.155610013826172	0.119328131162457	0.358362014155608	CPLM	1.01	8	8	0
ENSG00000006704	dex	untrt	0.178890782885759	0.100062308248338	0.124031148354229	0.370143269774099	CPLM	1.99	8	8	0
ENSG00000053372	dex	untrt	-0.147620018811271	0.0825271858403366	0.123868077432436	0.370143269774099	CPLM	1.99	8	8	0
ENSG00000008438	dex	untrt	-1.77185492113446	0.994528443368475	0.125098734288416	0.371143842774614	CPLM	1.01	8	6	25
ENSG00000055813	dex	untrt	1.00865388312204	0.566241129184416	0.125148608733273	0.371143842774614	CPLM	1.99	8	8	0
ENSG00000020256	dex	untrt	0.211563743184471	0.119100147351204	0.126011392491947	0.371808444240135	CPLM	1.01	8	8	0
ENSG00000048991	dex	untrt	0.193535087403176	0.109001836294435	0.126156289826474	0.371808444240135	CPLM	1.322	8	8	0
ENSG00000041988	dex	untrt	0.10112971019293	0.0571498226220319	0.127202442229539	0.373731014476262	CPLM	1.01	8	8	0
ENSG00000029363	dex	untrt	0.0673851662811226	0.0381879524502686	0.128083479976464	0.375158094128594	CPLM	1.99	8	8	0
ENSG00000018610	dex	untrt	0.114295934447367	0.0648790912539537	0.128596691170846	0.375502338218871	CPLM	1.01	8	8	0
ENSG00000015568	dex	untrt	0.183711804054196	0.104506792440004	0.129271403462892	0.376041103161592	CPLM	1.99	8	8	0
ENSG00000064763	dex	untrt	-0.232264369550749	0.132253564282124	0.129573699403415	0.376041103161592	CPLM	1.99	8	8	0
ENSG00000015592	dex	untrt	-1.67458273699602	0.958313696415698	0.131156562917181	0.379474323806112	CPLM	1.01	8	5	38
ENSG00000019485	dex	untrt	-0.256591452593021	0.147097107762726	0.131712512661402	0.379924542600821	CPLM	1.99	8	8	0
ENSG00000021776	dex	untrt	-0.117846752727524	0.0679318446123955	0.133470261381952	0.383828115307494	CPLM	1.99	8	8	0
ENSG00000065717	dex	untrt	-0.529177674408898	0.306273956622961	0.134765541124562	0.386382170777068	CPLM	1.99	8	8	0
ENSG00000007952	dex	untrt	-0.367371969713902	0.214159780226919	0.137090865729341	0.388355915155655	CPLM	1.01	8	8	0
ENSG00000009765	dex	untrt	-28.0608753777595	16.3526212663326	0.136981879762805	0.388355915155655	CPLM	1.639	8	4	50
ENSG00000037042	dex	untrt	0.125066340606092	0.0727815528609201	0.136529724932559	0.388355915155655	CPLM	1.01	8	8	0
ENSG00000060642	dex	untrt	-0.136229260216365	0.0793508099975913	0.136828503710637	0.388355915155655	CPLM	1.99	8	8	0
ENSG00000023902	dex	untrt	-0.253932716761036	0.148708983211209	0.138581330250995	0.3892467374594	CPLM	1.99	8	8	0
ENSG00000052841	dex	untrt	0.105055323844947	0.0614021565277691	0.137940302729002	0.3892467374594	CPLM	1.99	8	8	0
ENSG00000054983	dex	untrt	-0.177428817366604	0.103923823346885	0.138635824300608	0.3892467374594	CPLM	1.01	8	8	0
ENSG00000010072	dex	untrt	0.0847852119659209	0.0500645234099965	0.141298111128056	0.392030157567609	CPLM	1.01	8	8	0
ENSG00000038382	dex	untrt	0.13305910554573	0.0786123537355859	0.141477809064313	0.392030157567609	CPLM	1.01	8	8	0
ENSG00000041982	dex	untrt	0.590363827251302	0.348680770851025	0.141372860132921	0.392030157567609	CPLM	1.589	8	8	0
ENSG00000055332	dex	untrt	0.141980016113934	0.0836311472693727	0.14048634927795	0.392030157567609	CPLM	1.88	8	8	0
ENSG00000058600	dex	untrt	-0.146949872512043	0.0868755664233304	0.141692670227281	0.392030157567609	CPLM	1.01	8	8	0
ENSG00000013573	dex	untrt	0.361880381276301	0.216427905208223	0.14554342737388	0.399796191042209	CPLM	1.01	8	8	0
ENSG00000027644	dex	untrt	1.54745021003849	0.925891670416542	0.14569434159555	0.399796191042209	CPLM	1.01	8	4	50
ENSG00000039537	dex	untrt	-1.08285249055239	0.648853349607131	0.146184697883716	0.399796191042209	CPLM	1.911	8	8	0
ENSG00000064419	dex	untrt	0.0950516837483124	0.0569388613570862	0.146085367740613	0.399796191042209	CPLM	1.99	8	8	0
ENSG00000008952	dex	untrt	-0.0861433357318035	0.0517926566605188	0.147324854607276	0.401756571903176	CPLM	1.99	8	8	0
ENSG00000023734	dex	untrt	-0.158260586537196	0.095375607182627	0.148117608368703	0.402761061151573	CPLM	1.99	8	8	0
ENSG00000033800	dex	untrt	0.0701745818289564	0.0423591895142995	0.148666549788657	0.403098730712672	CPLM	1.01	8	8	0
ENSG00000024048	dex	untrt	-0.055867166168096	0.0339872447552192	0.151328746229367	0.406829972157703	CPLM	1.01	8	8	0
ENSG00000049167	dex	untrt	0.207102294298224	0.12579682452538	0.150797292274415	0.406829972157703	CPLM	1.368	8	8	0
ENSG00000055130	dex	untrt	-0.164884226695541	0.100299207063319	0.151296472289702	0.406829972157703	CPLM	1.99	8	8	0
ENSG00000048140	dex	untrt	-0.12401288530078	0.0756565130764757	0.152292557153483	0.408264510561174	CPLM	1.99	8	8	0
ENSG00000009950	dex	untrt	-1.69741384099164	1.04374140992589	0.15501528584918	0.41146000802281	CPLM	1.277	8	5	38
ENSG00000014257	dex	untrt	0.472919207178064	0.290130591077849	0.154219035921891	0.41146000802281	CPLM	1.99	8	8	0
ENSG00000053501	dex	untrt	0.153712303345011	0.0945733284543411	0.155218843911661	0.41146000802281	CPLM	1.01	8	8	0
ENSG00000060749	dex	untrt	0.1374474741973	0.0845353238680145	0.155092168474465	0.41146000802281	CPLM	1.99	8	8	0
ENSG00000049656	dex	untrt	-0.14617591065126	0.0902350995479054	0.156371215828767	0.413360122065458	CPLM	1.99	8	8	0
ENSG00000007968	dex	untrt	-1.45254413366481	0.900570346418118	0.157889515354351	0.415061357538169	CPLM	1.01	8	5	38
ENSG00000060237	dex	untrt	0.110237857220317	0.0682907390536466	0.157601740330064	0.415061357538169	CPLM	1.99	8	8	0
ENSG00000042753	dex	untrt	-0.131830031703362	0.0818812684038353	0.158520269466788	0.415568330729232	CPLM	1.99	8	8	0
ENSG00000004139	dex	untrt	0.154054070603441	0.0961511275740423	0.160229503308983	0.417945609564496	CPLM	1.01	8	8	0
ENSG00000023041	dex	untrt	-0.0966271902107741	0.0603789630703368	0.160639827680258	0.417945609564496	CPLM	1.01	8	8	0
ENSG00000033122	dex	untrt	0.34152889599011	0.214539725900925	0.162509936701053	0.417945609564496	CPLM	1.99	8	8	0
ENSG00000044459	dex	untrt	0.229126254562272	0.143729144123034	0.16201136883094	0.417945609564496	CPLM	1.99	8	8	0
ENSG00000049769	dex	untrt	0.197060160670452	0.12354298362738	0.161806755493087	0.417945609564496	CPLM	1.01	8	8	0
ENSG00000053328	dex	untrt	0.665525487546216	0.417981134338449	0.16243777068611	0.417945609564496	CPLM	1.99	8	8	0
ENSG00000054219	dex	untrt	-0.662608437943606	0.41498934116777	0.161448587385412	0.417945609564496	CPLM	1.99	8	8	0
ENSG00000037241	dex	untrt	-0.18600334692566	0.117463763512114	0.164398062750984	0.421658815001848	CPLM	1.99	8	8	0
ENSG00000004468	dex	untrt	0.916727805752923	0.579654542212956	0.164847036746247	0.421670722027463	CPLM	1.01	8	6	25
ENSG00000051341	dex	untrt	0.357438804274625	0.226876056490815	0.166214957010843	0.422257273697246	CPLM	1.99	8	8	0
ENSG00000066185	dex	untrt	0.39281870976421	0.249468922618565	0.166411191109347	0.422257273697246	CPLM	1.99	8	8	0
ENSG00000066651	dex	untrt	0.133886637942378	0.0850245522131325	0.166396990516325	0.422257273697246	CPLM	1.99	8	8	0
ENSG00000011243	dex	untrt	0.155729101690679	0.0991491633275229	0.167318061301395	0.42342624046673	CPLM	1.01	8	8	0
ENSG00000040608	dex	untrt	1.03435186577897	0.66269936383265	0.169588535243116	0.426812563979382	CPLM	1.01	8	6	25
ENSG00000058729	dex	untrt	0.136386471392748	0.087482002590888	0.170005425905381	0.426812563979382	CPLM	1.99	8	8	0
ENSG00000064703	dex	untrt	-0.184008653794003	0.117870606657884	0.169520948954409	0.426812563979382	CPLM	1.99	8	8	0
ENSG00000004838	dex	untrt	0.316868514498982	0.204192839168841	0.171692394698765	0.428779164655601	CPLM	1.01	8	8	0
ENSG00000018236	dex	untrt	-0.229402237848281	0.147665098311801	0.17128860257092	0.428779164655601	CPLM	1.01	8	8	0
ENSG00000064489	dex	untrt	-1.45178461636567	0.943372455976103	0.174743996756264	0.435254732077937	CPLM	1.01	8	4	50
ENSG00000065308	dex	untrt	-0.113252417304627	0.0737043817093188	0.175307233784445	0.435514567700101	CPLM	1.01	8	8	0
ENSG00000008735	dex	untrt	-0.279519777147779	0.182491562260185	0.17648281114198	0.437290307503235	CPLM	1.99	8	8	0
ENSG00000011105	dex	untrt	-0.162998095217718	0.106628526824667	0.177215446742466	0.437962132704689	CPLM	1.99	8	8	0
ENSG00000000419	dex	untrt	-0.109474451784893	0.0718941653898512	0.178658156157093	0.440380753748263	CPLM	1.01	8	8	0
ENSG00000005700	dex	untrt	0.0712722963991059	0.0470605145494801	0.180677530412144	0.444204601971826	CPLM	1.99	8	8	0
ENSG00000005448	dex	untrt	-0.17456581336769	0.115534537325721	0.181552508818459	0.444293921950164	CPLM	1.99	8	8	0
ENSG00000064961	dex	untrt	-0.125722510024543	0.0832298394821592	0.181650202019667	0.444293921950164	CPLM	1.01	8	8	0
ENSG00000004975	dex	untrt	0.251021592097224	0.167320886110148	0.18422031972786	0.44712297550317	CPLM	1.246	8	8	0
ENSG00000011009	dex	untrt	-0.137464435606091	0.0915016966658976	0.183700093694622	0.44712297550317	CPLM	1.01	8	8	0
ENSG00000065060	dex	untrt	0.122644475885491	0.0816638526271111	0.183824031774545	0.44712297550317	CPLM	1.99	8	8	0
ENSG00000041353	dex	untrt	1.37601627715959	0.922242993109682	0.186291701869089	0.450417654342065	CPLM	1.99	8	8	0
ENSG00000065029	dex	untrt	0.091525190757691	0.061380776258661	0.18652701597095	0.450417654342065	CPLM	1.99	8	8	0
ENSG00000023330	dex	untrt	0.219200064400827	0.147904080583326	0.188842015981752	0.454850439509347	CPLM	1.99	8	8	0
ENSG00000033050	dex	untrt	-0.209612334487979	0.141886868016768	0.190058691075008	0.456622019823247	CPLM	1.99	8	8	0
ENSG00000051128	dex	untrt	0.134383301270996	0.0911064515767984	0.190655542301809	0.456899266778831	CPLM	1.01	8	8	0
ENSG00000003400	dex	untrt	0.377929785036834	0.257799162238735	0.193009126462301	0.459792218767684	CPLM	1.01	8	8	0
ENSG00000057757	dex	untrt	0.0794263669465875	0.054257950906962	0.193565482684935	0.459792218767684	CPLM	1.99	8	8	0
ENSG00000061987	dex	untrt	0.102574473144147	0.0698725398705894	0.192475691924431	0.459792218767684	CPLM	1.99	8	8	0
ENSG00000064989	dex	untrt	0.433371935336091	0.296227183194908	0.19380072445424	0.459792218767684	CPLM	1.14	8	8	0
ENSG00000038002	dex	untrt	0.205904126758561	0.142425242300831	0.198395593565949	0.46951974636929	CPLM	1.99	8	8	0
ENSG00000010539	dex	untrt	0.118839236366959	0.0825414161686356	0.200000794155038	0.470969612042508	CPLM	1.99	8	8	0
ENSG00000061656	dex	untrt	-0.250138417416899	0.173700584119022	0.199918904046091	0.470969612042508	CPLM	1.99	8	8	0
ENSG00000016402	dex	untrt	0.710273527675862	0.497001759381563	0.20290160055012	0.476617868618971	CPLM	1.647	8	8	0
ENSG00000051596	dex	untrt	0.208027238974221	0.146331777876606	0.2049711764216	0.478404962024588	CPLM	1.01	8	8	0
ENSG00000056277	dex	untrt	0.281885056735498	0.198387751332559	0.205174730815603	0.478404962024588	CPLM	1.079	8	8	0
ENSG00000065989	dex	untrt	-0.136301389456311	0.0958928642164052	0.205032466929083	0.478404962024588	CPLM	1.01	8	8	0
ENSG00000063244	dex	untrt	0.157000416366667	0.110772591064167	0.206163630355067	0.479532561781762	CPLM	1.01	8	8	0
ENSG00000032444	dex	untrt	-0.0921384967573489	0.0651326347313741	0.206915169704084	0.480103902320722	CPLM	1.01	8	8	0
ENSG00000066056	dex	untrt	-0.982009098821936	0.695674639058739	0.207765464020718	0.480901037452832	CPLM	1.01	8	5	38
ENSG00000004777	dex	untrt	0.328199941279734	0.233222549297509	0.208990144441584	0.481387492900638	CPLM	1.01	8	8	0
ENSG00000035499	dex	untrt	0.583550948508076	0.414373164750104	0.208698464116541	0.481387492900638	CPLM	1.414	8	8	0
ENSG00000023171	dex	untrt	0.509055287810281	0.362426578935193	0.209742970489338	0.481951765119567	CPLM	1.99	8	8	0
ENSG00000009335	dex	untrt	-0.109406062703522	0.0784372550278833	0.212519657126927	0.486508447351552	CPLM	1.99	8	8	0
ENSG00000025039	dex	untrt	-0.521109305235486	0.373819197861949	0.212751323130552	0.486508447351552	CPLM	1.99	8	8	0
ENSG00000006210	dex	untrt	-0.856332247941095	0.615645614327351	0.213631578223387	0.487347037822101	CPLM	1.99	8	8	0
ENSG00000004961	dex	untrt	0.147757054449954	0.10673501082347	0.21554298746273	0.488186861818928	CPLM	1.99	8	8	0
ENSG00000013441	dex	untrt	-0.139370619937613	0.100543550471037	0.215010811765839	0.488186861818928	CPLM	1.99	8	8	0
ENSG00000047457	dex	untrt	-0.394897224099932	0.285169999348235	0.215414522643612	0.488186861818928	CPLM	1.99	8	8	0
ENSG00000005238	dex	untrt	0.154723677636515	0.112047248182411	0.216547997536923	0.489295356339381	CPLM	1.01	8	8	0
ENSG00000047578	dex	untrt	0.0900714121578111	0.0654330994482576	0.217814981378173	0.490989114793079	CPLM	1.99	8	8	0
ENSG00000040341	dex	untrt	0.0885271388032152	0.0648362548531187	0.221102259302276	0.497218113928578	CPLM	1.01	8	8	0
ENSG00000064999	dex	untrt	-0.0556591615273096	0.0410981962639109	0.224420007047395	0.503486020538955	CPLM	1.01	8	8	0
ENSG00000059915	dex	untrt	0.255322761977627	0.189511556783748	0.226544506345002	0.504673090425838	CPLM	1.99	8	8	0
ENSG00000064932	dex	untrt	-0.187938498924285	0.139481037400308	0.226500489518535	0.504673090425838	CPLM	1.01	8	8	0
ENSG00000065923	dex	untrt	0.317706359346345	0.235614360356323	0.226195924054796	0.504673090425838	CPLM	1.99	8	8	0
ENSG00000005513	dex	untrt	0.670141148783314	0.49922279780244	0.228035705674599	0.505076451469173	CPLM	1.013	8	7	12
ENSG00000005884	dex	untrt	-0.261016113214947	0.194580358349269	0.228322231486065	0.505076451469173	CPLM	1.059	8	8	0
ENSG00000055609	dex	untrt	0.142232374255033	0.105851154659903	0.227629113782428	0.505076451469173	CPLM	1.01	8	8	0
